"Unique ID","Sales Date","Deposit Date","Store ID","Retek Code","Pickupt Code","Deposit Slip No","Collection Bank",Location,"Deposit Amount"
2770694,,2024-11-08,,,57128,5712800703,"AXIS Cash",MUMBA,3600.00
2770695,,2024-11-08,,,57129,5712900720,"AXIS Cash",BANGL,2700.00
2770696,,2024-11-08,,,57133,5713300838,"AXIS Cash",NASIK,3050.00
2772334,,2024-11-08,,,,,SBICASHMIS,,115500.00
2772335,,2024-11-08,,,,,SBICASHMIS,,44000.00
2770582,,2024-11-08,,,57847,80734462,"AXIS Cash",PANAJ,1200.00
2770583,,2024-11-08,,,57199,81026142,"AXIS Cash",MYSOR,3250.00
2770584,,2024-11-08,,,57108,81026143,"AXIS Cash",MYSOR,9200.00
2770585,,2024-11-08,,,57509,82702161,"AXIS Cash",INDOR,2000.00
2770586,,2024-11-08,,,57220,82707065,"AXIS Cash",BHOPA,3100.00
2770592,,2024-11-08,,,57543,575430050,"AXIS Cash",DELHI,4000.00
2773003,,2024-11-08,,,,,SBICASHMIS,,117500.00
2772960,,2024-11-08,,,,,SBICASHMIS,,60700.00
2772956,,2024-11-08,,,,,SBICASHMIS,,365010.00
2772957,,2024-11-08,,,,,SBICASHMIS,,34500.00
2770868,,2024-11-08,,,57815,5781500438,"AXIS Cash",JAIPU,2200.00
2770866,,2024-11-08,,,57791,5779100401,"AXIS Cash",BANGL,6240.00
2770870,,2024-11-08,,,87636,8763600380,"AXIS Cash",DELHI,370.00
2770871,,2024-11-08,,,57153,644190,"AXIS Cash",CBRAL,4500.00
2770872,,2024-11-08,,,57126,5648933,"AXIS Cash",CBRAL,7100.00
2770873,,2024-11-08,,,57152,60792868,"AXIS Cash",CBRAL,518.00
2770874,,2024-11-08,,,57131,82896179,"AXIS Cash",CBRAL,15000.00
2770875,,2024-11-08,,,57139,5713900683,"AXIS Cash",CBRAL,6085.00
2770876,,2024-11-08,,,57161,5716100709,"AXIS Cash",CBRAL,8083.00
2770877,,2024-11-08,,,57163,5716300510,"AXIS Cash",CBRAL,3000.00
2770878,,2024-11-08,,,57180,5718000799,"AXIS Cash",CBRAL,2600.00
2770879,,2024-11-08,,,57180,5718000800,"AXIS Cash",CBRAL,2745.00
2770880,,2024-11-08,,,57280,5728000456,"AXIS Cash",CBRAL,3570.00
2770862,,2024-11-08,,,57625,5762500484,"AXIS Cash",AJMER,3767.00
2770863,,2024-11-08,,,57653,5765300401,"AXIS Cash",JAIPU,4460.00
2770864,,2024-11-08,,,57787,5778700431,"AXIS Cash",CALCU,1610.00
2770669,,2024-11-07,,,57191,5719100243,"AXIS Cash",AHDBD,24603.00
2770670,,2024-11-07,,,57193,5719300432,"AXIS Cash",TRIVA,5297.00
2770671,,2024-11-07,,,57200,5720000262,"AXIS Cash",LUCKN,1600.00
2770672,,2024-11-07,,,57621,5762100381,"AXIS Cash",AHDBD,4785.00
2770673,,2024-11-07,,,57625,5762500483,"AXIS Cash",AJMER,19933.00
2770674,,2024-11-07,,,57638,5763800406,"AXIS Cash",RAJKO,2666.00
2770675,,2024-11-07,,,57653,5765300400,"AXIS Cash",JAIPU,4700.00
2770676,,2024-11-07,,,57748,5774800320,"AXIS Cash",UDAIP,4398.00
2770677,,2024-11-07,,,57791,5779100400,"AXIS Cash",BANGL,6120.00
2770593,,2024-11-07,,,57833,57592381,"AXIS Cash",SRIGA,1000.00
2770594,,2024-11-07,,,57124,60458818,"AXIS Cash",GUWAH,4900.00
2770595,,2024-11-07,,,57890,60983674,"AXIS Cash",GORAK,14500.00
2770596,,2024-11-07,,,87301,61725108,"AXIS Cash",CHNDI,17000.00
2770597,,2024-11-07,,,57513,80330114,"AXIS Cash",KOTA,6500.00
2770598,,2024-11-07,,,57847,80734461,"AXIS Cash",PANAJ,3010.00
2770599,,2024-11-07,,,57199,81026141,"AXIS Cash",MYSOR,5500.00
2770600,,2024-11-07,,,57187,81049962,"AXIS Cash",BANGL,1000.00
2770601,,2024-11-07,,,57146,82646989,"AXIS Cash",MANGR,6080.00
2770602,,2024-11-07,,,57220,82707064,"AXIS Cash",BHOPA,3030.00
2770603,,2024-11-07,,,57134,82845649,"AXIS Cash",BANGL,14930.00
2770604,,2024-11-07,,,57115,91358241,"AXIS Cash",HYDER,2000.00
2770605,,2024-11-07,,,57792,507112024,"AXIS Cash",AHDBD,2685.00
2770606,,2024-11-07,,,57150,571500265,"AXIS Cash",TRIVA,5984.00
2770607,,2024-11-07,,,57154,571540068,"AXIS Cash",PUNE,3000.00
2770608,,2024-11-07,,,57168,571680254,"AXIS Cash",DELHI,26540.00
2770609,,2024-11-07,,,57292,572900230,"AXIS Cash",DELHI,1400.00
2770610,,2024-11-07,,,87636,876360379,"AXIS Cash",DELHI,830.00
2770611,,2024-11-07,,,57110,5711000705,"AXIS Cash",BAREI,10640.00
2770612,,2024-11-07,,,57111,5711100832,"AXIS Cash",CHENN,2130.00
2770613,,2024-11-07,,,57128,5712800701,"AXIS Cash",MUMBA,19000.00
2770614,,2024-11-07,,,57133,5713300837,"AXIS Cash",NASIK,3550.00
2770615,,2024-11-07,,,57137,5713700588,"AXIS Cash",HYDER,8770.00
2770616,,2024-11-07,,,57144,5714400487,"AXIS Cash",CHENN,1000.00
2770617,,2024-11-07,,,57159,5715900153,"AXIS Cash",BANGL,8100.00
2770618,,2024-11-07,,,57167,5716700830,"AXIS Cash",AHDBD,4380.00
2770619,,2024-11-07,,,57184,5718400787,"AXIS Cash",CALIC,4374.00
2770620,,2024-11-07,,,57185,5718500728,"AXIS Cash",PUNE,650.00
2770621,,2024-11-07,,,57188,5718800608,"AXIS Cash",PUNE,11000.00
2770622,,2024-11-07,,,57189,5718900792,"AXIS Cash",HYDER,10176.00
2770623,,2024-11-07,,,57190,5719000500,"AXIS Cash",SURAT,3904.00
2772332,,2024-11-07,,,,,SBICASHMIS,,374500.00
2770589,,2024-11-07,,,57129,996877,"AXIS Cash",BANGL,5850.00
2770590,,2024-11-07,,,57116,2725191,"AXIS Cash",KOCHI,1176.00
2770591,,2024-11-07,,,57833,57592380,"AXIS Cash",SRIGA,7000.00
2772473,,2024-11-07,,,,,SBICASHMIS,,29250.00
2772463,,2024-11-07,,,,,SBICASHMIS,,55250.00
2772464,,2024-11-07,,,,,SBICASHMIS,,58000.00
2772465,,2024-11-07,,,,,SBICASHMIS,,52500.00
2772466,,2024-11-07,,,,,SBICASHMIS,,228600.00
2772467,,2024-11-07,,,,,SBICASHMIS,,35250.00
2772468,,2024-11-07,,,,,SBICASHMIS,,65240.00
2772469,,2024-11-07,,,,,SBICASHMIS,,263500.00
2772470,,2024-11-07,,,,,SBICASHMIS,,54055.00
2772471,,2024-11-07,,,,,SBICASHMIS,,106500.00
2773069,,2024-11-07,,,,,SBICASHMIS,,92500.00
2773070,,2024-11-07,,,,,SBICASHMIS,,69750.00
2773071,,2024-11-07,,,,,SBICASHMIS,,40000.00
2770678,,2024-11-07,,,57794,5779400422,"AXIS Cash",DEHRA,5905.00
2770679,,2024-11-07,,,57794,5779400423,"AXIS Cash",DEHRA,4445.00
2770680,,2024-11-07,,,57794,5779400424,"AXIS Cash",DEHRA,1638.00
2770681,,2024-11-07,,,57815,5781500437,"AXIS Cash",JAIPU,1140.00
2770682,,2024-11-07,,,57845,5784500265,"AXIS Cash",MUMBA,16100.00
2770683,,2024-11-07,,,57867,5786700240,"AXIS Cash",HYDER,2000.00
2770684,,2024-11-07,,,87652,8765200499,"AXIS Cash",AMBAL,4500.00
2770685,,2024-11-07,,,57153,644189,"AXIS Cash",CBRAL,18620.00
2770686,,2024-11-07,,,57162,2099153,"AXIS Cash",CBRAL,4340.00
2770687,,2024-11-07,,,57126,5648932,"AXIS Cash",CBRAL,10300.00
2770688,,2024-11-07,,,57157,62542368,"AXIS Cash",CBRAL,1000.00
2770689,,2024-11-07,,,57139,5713900682,"AXIS Cash",CBRAL,10754.00
2770690,,2024-11-07,,,57164,5716400524,"AXIS Cash",CBRAL,7450.00
2770691,,2024-11-07,,,57280,5728000455,"AXIS Cash",CBRAL,3432.00
2771936,,2024-11-06,,,,,SBICASHMIS,,35700.00
2771937,,2024-11-06,,,,,SBICASHMIS,,169700.00
2771938,,2024-11-06,,,,,SBICASHMIS,,19000.00
2771939,,2024-11-06,,,,,SBICASHMIS,,77450.00
2771940,,2024-11-06,,,,,SBICASHMIS,,27000.00
2771941,,2024-11-06,,,,,SBICASHMIS,,71800.00
2771942,,2024-11-06,,,,,SBICASHMIS,,41650.00
2771943,,2024-11-06,,,,,SBICASHMIS,,303380.00
2771944,,2024-11-06,,,,,SBICASHMIS,,469090.00
2771945,,2024-11-06,,,,,SBICASHMIS,,32000.00
2771339,,2024-11-06,,,57199,5719900778,"AXIS Cash",MYSOR,539.00
2771340,,2024-11-06,,,57200,5720000261,"AXIS Cash",LUCKN,2200.00
2771341,,2024-11-06,,,57217,5721700426,"AXIS Cash",DELHI,6000.00
2771342,,2024-11-06,,,57279,5727900407,"AXIS Cash",DELHI,4300.00
2771343,,2024-11-06,,,57292,5729200229,"AXIS Cash",DELHI,6000.00
2771344,,2024-11-06,,,57638,5763800405,"AXIS Cash",RAJKO,8158.00
2771345,,2024-11-06,,,57653,5765300399,"AXIS Cash",JAIPU,1380.00
2771346,,2024-11-06,,,57748,5774800319,"AXIS Cash",UDAIP,800.00
2771347,,2024-11-06,,,57787,5778700430,"AXIS Cash",CALCU,2000.00
2771348,,2024-11-06,,,57791,5779100398,"AXIS Cash",BANGL,2300.00
2771349,,2024-11-06,,,57791,5779100399,"AXIS Cash",BANGL,1940.00
2771350,,2024-11-06,,,57848,5784800145,"AXIS Cash",HYDER,2500.00
2771351,,2024-11-06,,,57867,5786700239,"AXIS Cash",HYDER,1700.00
2771352,,2024-11-06,,,87636,8763600378,"AXIS Cash",DELHI,8500.00
2771353,,2024-11-06,,,87652,8765200498,"AXIS Cash",AMBAL,1000.00
2771354,,2024-11-06,,,57126,5648931,"AXIS Cash",CBRAL,5810.00
2771355,,2024-11-06,,,57152,60792867,"AXIS Cash",CBRAL,456.00
2771356,,2024-11-06,,,57157,62542367,"AXIS Cash",CBRAL,17000.00
2771357,,2024-11-06,,,57183,79942125,"AXIS Cash",CBRAL,1990.00
2771358,,2024-11-06,,,57131,82896178,"AXIS Cash",CBRAL,2200.00
2771359,,2024-11-06,,,57139,5713900681,"AXIS Cash",CBRAL,12757.00
2771360,,2024-11-06,,,57161,5716100708,"AXIS Cash",CBRAL,1100.00
2771361,,2024-11-06,,,57163,5716300509,"AXIS Cash",CBRAL,500.00
2771362,,2024-11-06,,,57164,5716400523,"AXIS Cash",CBRAL,3250.00
2771363,,2024-11-06,,,57180,5718000797,"AXIS Cash",CBRAL,3245.00
2771364,,2024-11-06,,,57180,5718000798,"AXIS Cash",CBRAL,3203.00
2771365,,2024-11-06,,,57280,5728000454,"AXIS Cash",CBRAL,5336.00
2770644,,2024-11-06,,,57267,1062467,"AXIS Cash",HUBLI,37887.00
2770645,,2024-11-06,,,57116,2725190,"AXIS Cash",KOCHI,2400.00
2770646,,2024-11-06,,,57839,58753082,"AXIS Cash",SIKAR,1000.00
2770647,,2024-11-06,,,57124,60458817,"AXIS Cash",GUWAH,1280.00
2770648,,2024-11-06,,,57890,60983673,"AXIS Cash",GORAK,17700.00
2770649,,2024-11-06,,,57754,61485027,"AXIS Cash",PURNI,2000.00
2770650,,2024-11-06,,,57761,61830115,"AXIS Cash",NAVSA,4111.00
2770651,,2024-11-06,,,57609,64645333,"AXIS Cash",BANGL,1000.00
2772814,,2024-11-06,,,,,SBICASHMIS,,174500.00
2771320,,2024-11-06,,,57220,82707063,"AXIS Cash",BHOPA,4350.00
2771321,,2024-11-06,,,57134,82845648,"AXIS Cash",BANGL,4550.00
2771322,,2024-11-06,,,57185,571850727,"AXIS Cash",PUNE,9150.00
2771323,,2024-11-06,,,57110,5711000704,"AXIS Cash",BAREI,6900.00
2771324,,2024-11-06,,,57111,5711100831,"AXIS Cash",CHENN,4575.00
2771325,,2024-11-06,,,57133,5713300836,"AXIS Cash",NASIK,8923.00
2771326,,2024-11-06,,,57135,5713500589,"AXIS Cash",HYDER,3083.00
2771327,,2024-11-06,,,57135,5713500590,"AXIS Cash",HYDER,670.00
2771328,,2024-11-06,,,57137,5713700587,"AXIS Cash",HYDER,3525.00
2771329,,2024-11-06,,,57144,5714400486,"AXIS Cash",CHENN,3100.00
2771330,,2024-11-06,,,57159,5715900152,"AXIS Cash",BANGL,500.00
2771331,,2024-11-06,,,57167,5716700828,"AXIS Cash",AHDBD,14100.00
2771332,,2024-11-06,,,57167,5716700829,"AXIS Cash",AHDBD,6000.00
2771333,,2024-11-06,,,57184,5718400785,"AXIS Cash",CALIC,1598.00
2771334,,2024-11-06,,,57184,5718400786,"AXIS Cash",CALIC,4758.00
2771335,,2024-11-06,,,57188,5718800607,"AXIS Cash",PUNE,700.00
2771336,,2024-11-06,,,57189,5718900791,"AXIS Cash",HYDER,1157.00
2771337,,2024-11-06,,,57190,5719000499,"AXIS Cash",SURAT,6386.00
2771338,,2024-11-06,,,57199,5719900777,"AXIS Cash",MYSOR,3095.00
2771420,,2024-11-06,,,57749,74310017,"AXIS Cash",CHNDI,3060.00
2771421,,2024-11-06,,,57505,79921753,"AXIS Cash",BANGL,2670.00
2771422,,2024-11-06,,,57513,80330113,"AXIS Cash",KOTA,6500.00
2771423,,2024-11-06,,,57528,80330951,"AXIS Cash",KOTA,10000.00
2771424,,2024-11-06,,,57127,80684496,"AXIS Cash",JAMSH,1730.00
2771425,,2024-11-06,,,57847,80734460,"AXIS Cash",PANAJ,3710.00
2771426,,2024-11-06,,,57146,82646988,"AXIS Cash",MANGR,1410.00
2771427,,2024-11-06,,,57509,82702160,"AXIS Cash",INDOR,2000.00
2771946,,2024-11-06,,,,,SBICASHMIS,,30000.00
2771947,,2024-11-06,,,,,SBICASHMIS,,47500.00
2771948,,2024-11-06,,,,,SBICASHMIS,,94900.00
2771949,,2024-11-06,,,,,SBICASHMIS,,18300.00
2771950,,2024-11-06,,,,,SBICASHMIS,,27500.00
2767865,,2024-11-06,,,57168,5100,"AXIS Cash",DELHI,5100.00
2769990,,2024-11-06,,,85491,64796453,"AXIS Cash",BANGL,4500.00
2769953,,2024-11-05,,,57754,61485026,"AXIS Cash",PURNI,5000.00
2772721,,2024-11-05,,,,,SBICASHMIS,,171250.00
2772722,,2024-11-05,,,,,SBICASHMIS,,102000.00
2768161,,2024-11-05,,,57845,578400264,"AXIS Cash",MUMBA,3200.00
2768162,,2024-11-05,,,57792,805112024,"AXIS Cash",AHDBD,5275.00
2768163,,2024-11-05,,,57110,5711000703,"AXIS Cash",BAREI,15300.00
2768164,,2024-11-05,,,57111,5711100830,"AXIS Cash",CHENN,11220.00
2768165,,2024-11-05,,,57133,5713300835,"AXIS Cash",NASIK,10480.00
2768166,,2024-11-05,,,57137,5713700586,"AXIS Cash",HYDER,10123.00
2768167,,2024-11-05,,,57144,5714400485,"AXIS Cash",CHENN,8500.00
2768168,,2024-11-05,,,57154,5715400608,"AXIS Cash",PUNE,5000.00
2768169,,2024-11-05,,,57165,5716500293,"AXIS Cash",REWA,8200.00
2768170,,2024-11-05,,,57168,5716800522,"AXIS Cash",DELHI,12120.00
2768171,,2024-11-05,,,57188,5718800606,"AXIS Cash",PUNE,11000.00
2768172,,2024-11-05,,,57189,5718900790,"AXIS Cash",HYDER,5302.00
2768173,,2024-11-05,,,57191,5719100242,"AXIS Cash",AHDBD,75500.00
2768174,,2024-11-05,,,57193,5719300431,"AXIS Cash",TRIVA,5341.00
2768175,,2024-11-05,,,57194,5719400499,"AXIS Cash",LUCKN,2100.00
2768176,,2024-11-05,,,57200,5720000260,"AXIS Cash",LUCKN,13700.00
2768763,,2024-11-05,,,57748,5774800318,"AXIS Cash",UDAIP,957.00
2768764,,2024-11-05,,,57758,5775800128,"AXIS Cash",SIKAR,71107.00
2768765,,2024-11-05,,,57787,5778700429,"AXIS Cash",CALCU,200.00
2768766,,2024-11-05,,,57791,5779100395,"AXIS Cash",BANGL,7500.00
2768767,,2024-11-05,,,57791,5779100396,"AXIS Cash",BANGL,130.00
2768768,,2024-11-05,,,57791,5779100397,"AXIS Cash",BANGL,15100.00
2768769,,2024-11-05,,,57815,5781500436,"AXIS Cash",JAIPU,2200.00
2768770,,2024-11-05,,,57867,5786700238,"AXIS Cash",HYDER,2500.00
2768771,,2024-11-05,,,57883,5788300435,"AXIS Cash",DURGA,1650.00
2768772,,2024-11-05,,,57162,2099151,"AXIS Cash",CBRAL,3100.00
2768773,,2024-11-05,,,57126,5648930,"AXIS Cash",CBRAL,2700.00
2768774,,2024-11-05,,,57157,62542366,"AXIS Cash",CBRAL,2200.00
2768775,,2024-11-05,,,57131,82896177,"AXIS Cash",CBRAL,51700.00
2768776,,2024-11-05,,,57139,5713900680,"AXIS Cash",CBRAL,700.00
2768777,,2024-11-05,,,57161,5716100707,"AXIS Cash",CBRAL,48820.00
2768778,,2024-11-05,,,57180,5718000796,"AXIS Cash",CBRAL,5830.00
2771415,,2024-11-05,,,57890,60983671,"AXIS Cash",GORAK,7314.00
2771416,,2024-11-05,,,87301,61725107,"AXIS Cash",CHNDI,1200.00
2771417,,2024-11-05,,,57609,64645332,"AXIS Cash",BANGL,2000.00
2773174,,2024-11-05,,,,,SBICASHMIS,,100500.00
2772816,,2024-11-05,,,,,SBICASHMIS,,171050.00
2770631,,2024-11-05,,,57120,79142773,"AXIS Cash",BANGL,430.00
2770632,,2024-11-05,,,57513,80330112,"AXIS Cash",KOTA,4000.00
2770633,,2024-11-05,,,57127,80684495,"AXIS Cash",JAMSH,12550.00
2770634,,2024-11-05,,,57108,81026140,"AXIS Cash",MYSOR,500.00
2770635,,2024-11-05,,,57187,81049961,"AXIS Cash",BANGL,2000.00
2770636,,2024-11-05,,,57146,82646987,"AXIS Cash",MANGR,10240.00
2770637,,2024-11-05,,,57508,82702024,"AXIS Cash",INDOR,500.00
2770638,,2024-11-05,,,57220,82707062,"AXIS Cash",BHOPA,5600.00
2770639,,2024-11-05,,,57115,91358240,"AXIS Cash",HYDER,35600.00
2770640,,2024-11-05,,,57531,91720693,"AXIS Cash",CHNDI,23150.00
2770641,,2024-11-05,,,57150,571500264,"AXIS Cash",TRIVA,130.00
2770642,,2024-11-05,,,57190,571900495,"AXIS Cash",SURAT,18672.00
2770643,,2024-11-05,,,57847,80734459,"AXIS Cash",PANAJ,700.00
2772693,,2024-11-05,,,,,SBICASHMIS,,18250.00
2772327,,2024-11-05,,,,,SBICASHMIS,,59250.00
2772328,,2024-11-05,,,,,SBICASHMIS,,69000.00
2772329,,2024-11-05,,,,,SBICASHMIS,,124500.00
2768756,,2024-11-05,,,57217,5721700425,"AXIS Cash",DELHI,10300.00
2768757,,2024-11-05,,,57279,5727900406,"AXIS Cash",DELHI,17500.00
2768758,,2024-11-05,,,57543,5754300502,"AXIS Cash",DELHI,6580.00
2768759,,2024-11-05,,,57621,5762100380,"AXIS Cash",AHDBD,7455.00
2768760,,2024-11-05,,,57625,5762500482,"AXIS Cash",AJMER,12680.00
2768761,,2024-11-05,,,57638,5763800404,"AXIS Cash",RAJKO,16000.00
2768762,,2024-11-05,,,57653,5765300398,"AXIS Cash",JAIPU,1620.00
2771911,,2024-11-05,,,,,SBICASHMIS,,44500.00
2771924,,2024-11-05,,,,,SBICASHMIS,,223550.00
2771929,,2024-11-05,,,,,SBICASHMIS,,559700.00
2771385,,2024-11-05,,,57749,74310016,"AXIS Cash",CHNDI,1670.00
2773056,,2024-11-05,,,,,SBICASHMIS,,164220.00
2773057,,2024-11-05,,,,,SBICASHMIS,,142150.00
2773058,,2024-11-05,,,,,SBICASHMIS,,46500.00
2773059,,2024-11-05,,,,,SBICASHMIS,,41000.00
2771283,,2024-11-05,,,57839,58753081,"AXIS Cash",SIKAR,3100.00
2771238,,2024-11-05,,,57116,2725189,"AXIS Cash",KOCHI,200.00
2771255,,2024-11-05,,,57833,57592379,"AXIS Cash",SRIGA,17500.00
2771256,,2024-11-04,,,57263,80376560,"AXIS Cash",RANCH,4550.00
2771257,,2024-11-04,,,57127,80684494,"AXIS Cash",JAMSH,21550.00
2771258,,2024-11-04,,,57883,578830043,"AXIS Cash",DURGA,535.00
2771259,,2024-11-04,,,57110,5711000702,"AXIS Cash",BAREI,19500.00
2771260,,2024-11-04,,,57111,5711100828,"AXIS Cash",CHENN,3850.00
2771261,,2024-11-04,,,57111,5711100829,"AXIS Cash",CHENN,7070.00
2771262,,2024-11-04,,,57128,5712800700,"AXIS Cash",MUMBA,24400.00
2771263,,2024-11-04,,,57129,5712900718,"AXIS Cash",BANGL,3860.00
2771264,,2024-11-04,,,57133,5713300831,"AXIS Cash",NASIK,19935.00
2771265,,2024-11-04,,,57133,5713300832,"AXIS Cash",NASIK,1150.00
2771266,,2024-11-04,,,57133,5713300833,"AXIS Cash",NASIK,6510.00
2771267,,2024-11-04,,,57133,5713300834,"AXIS Cash",NASIK,7280.00
2771268,,2024-11-04,,,57135,5713500588,"AXIS Cash",HYDER,6235.00
2771269,,2024-11-04,,,57137,5713700585,"AXIS Cash",HYDER,2817.00
2771270,,2024-11-04,,,57144,5714400484,"AXIS Cash",CHENN,23350.00
2771271,,2024-11-04,,,57159,5715900151,"AXIS Cash",BANGL,5500.00
2771272,,2024-11-04,,,57160,5716000444,"AXIS Cash",COIMB,13675.00
2771273,,2024-11-04,,,57167,5716700826,"AXIS Cash",AHDBD,13730.00
2771274,,2024-11-04,,,57167,5716700827,"AXIS Cash",AHDBD,9400.00
2771275,,2024-11-04,,,57168,5716800521,"AXIS Cash",DELHI,45320.00
2771276,,2024-11-04,,,57185,5718500726,"AXIS Cash",PUNE,28000.00
2771277,,2024-11-04,,,57188,5718800604,"AXIS Cash",PUNE,3000.00
2771278,,2024-11-04,,,57188,5718800605,"AXIS Cash",PUNE,6100.00
2771279,,2024-11-04,,,57189,5718900789,"AXIS Cash",HYDER,2897.00
2771280,,2024-11-04,,,57190,5719000497,"AXIS Cash",SURAT,83808.00
2771281,,2024-11-04,,,57193,5719300430,"AXIS Cash",TRIVA,20530.00
2771282,,2024-11-04,,,57194,5719400498,"AXIS Cash",LUCKN,72100.00
2771239,,2024-11-04,,,57116,2725188,"AXIS Cash",KOCHI,4300.00
2771240,,2024-11-04,,,57174,8084626,"AXIS Cash",BANGL,18680.00
2771241,,2024-11-04,,,57754,32094775,"AXIS Cash",PURNI,4000.00
2771242,,2024-11-04,,,57154,57400605,"AXIS Cash",PUNE,6600.00
2771243,,2024-11-04,,,57833,57592378,"AXIS Cash",SRIGA,12000.00
2771244,,2024-11-04,,,57839,58753080,"AXIS Cash",SIKAR,19500.00
2771245,,2024-11-04,,,57124,60458813,"AXIS Cash",GUWAH,36000.00
2771246,,2024-11-04,,,57890,60983670,"AXIS Cash",GORAK,69600.00
2771247,,2024-11-04,,,87301,61725106,"AXIS Cash",CHNDI,6000.00
2771248,,2024-11-04,,,57761,61830114,"AXIS Cash",NAVSA,25470.00
2771249,,2024-11-04,,,57609,64645331,"AXIS Cash",BANGL,55400.00
2771250,,2024-11-04,,,57528,71890100,"AXIS Cash",KOTA,14000.00
2771251,,2024-11-04,,,57749,74310015,"AXIS Cash",CHNDI,16400.00
2771252,,2024-11-04,,,57147,74914650,"AXIS Cash",BHUBA,21500.00
2771253,,2024-11-04,,,57120,79142772,"AXIS Cash",BANGL,4500.00
2771254,,2024-11-04,,,57505,79921752,"AXIS Cash",BANGL,10791.00
2773060,,2024-11-04,,,,,SBICASHMIS,,64500.00
2773024,,2024-11-04,,,,,SBICASHMIS,,340800.00
2773025,,2024-11-04,,,,,SBICASHMIS,,406400.00
2773026,,2024-11-04,,,,,SBICASHMIS,,403250.00
2773027,,2024-11-04,,,,,SBICASHMIS,,90500.00
2773028,,2024-11-04,,,,,SBICASHMIS,,41000.00
2771386,,2024-11-04,,,57199,5719900772,"AXIS Cash",MYSOR,778.00
2771387,,2024-11-04,,,57199,5719900773,"AXIS Cash",MYSOR,6629.00
2771388,,2024-11-04,,,57199,5719900774,"AXIS Cash",MYSOR,5034.00
2771389,,2024-11-04,,,57199,5719900776,"AXIS Cash",MYSOR,11034.00
2771390,,2024-11-04,,,57200,5720000259,"AXIS Cash",LUCKN,20100.00
2771372,,2024-11-04,,,57847,80734458,"AXIS Cash",PANAJ,2560.00
2771373,,2024-11-04,,,57108,81026139,"AXIS Cash",MYSOR,28000.00
2771374,,2024-11-04,,,57187,81049960,"AXIS Cash",BANGL,7300.00
2771375,,2024-11-04,,,57146,82646986,"AXIS Cash",MANGR,24100.00
2771376,,2024-11-04,,,57508,82702023,"AXIS Cash",INDOR,2000.00
2771377,,2024-11-04,,,57509,82702159,"AXIS Cash",INDOR,8500.00
2771378,,2024-11-04,,,57220,82707061,"AXIS Cash",BHOPA,5000.00
2771379,,2024-11-04,,,57134,82845647,"AXIS Cash",BANGL,4320.00
2771380,,2024-11-04,,,57115,91358239,"AXIS Cash",HYDER,14207.00
2771381,,2024-11-04,,,57792,404112024,"AXIS Cash",AHDBD,293.00
2771382,,2024-11-04,,,57792,504112024,"AXIS Cash",AHDBD,14244.00
2771383,,2024-11-04,,,57150,571500263,"AXIS Cash",TRIVA,7392.00
2771384,,2024-11-04,,,57845,578400263,"AXIS Cash",MUMBA,28690.00
2772330,,2024-11-04,,,,,SBICASHMIS,,1231080.00
2772331,,2024-11-04,,,,,SBICASHMIS,,1255710.00
2772325,,2024-11-04,,,,,SBICASHMIS,,506600.00
2772326,,2024-11-04,,,,,SBICASHMIS,,87500.00
2771626,,2024-11-04,,,,,SBICASHMIS,,621500.00
2771627,,2024-11-04,,,,,SBICASHMIS,,39020.00
2772692,,2024-11-04,,,,,SBICASHMIS,,308900.00
2773088,,2024-11-04,,,,,SBICASHMIS,,731790.00
2772815,,2024-11-04,,,,,SBICASHMIS,,209250.00
2773543,,2024-11-04,,,,,SBICASHMIS,,148870.00
2773544,,2024-11-04,,,,,SBICASHMIS,,84870.00
2773545,,2024-11-04,,,,,SBICASHMIS,,105250.00
2771391,,2024-11-04,,,57292,5729200228,"AXIS Cash",DELHI,11700.00
2771392,,2024-11-04,,,57543,5754300501,"AXIS Cash",DELHI,1000.00
2771393,,2024-11-04,,,57621,5762100379,"AXIS Cash",AHDBD,22472.00
2771394,,2024-11-04,,,57638,5763800403,"AXIS Cash",RAJKO,75625.00
2771395,,2024-11-04,,,57653,5765300397,"AXIS Cash",JAIPU,12910.00
2771396,,2024-11-04,,,57748,5774800317,"AXIS Cash",UDAIP,3157.00
2771397,,2024-11-04,,,57787,5778700427,"AXIS Cash",CALCU,1500.00
2771398,,2024-11-04,,,57787,5778700428,"AXIS Cash",CALCU,4310.00
2771399,,2024-11-04,,,57794,5779400420,"AXIS Cash",DEHRA,3382.00
2771400,,2024-11-04,,,57794,5779400421,"AXIS Cash",DEHRA,669.00
2771401,,2024-11-04,,,57815,5781500435,"AXIS Cash",JAIPU,14250.00
2771402,,2024-11-04,,,57867,5786700237,"AXIS Cash",HYDER,2330.00
2771403,,2024-11-04,,,57883,5788300434,"AXIS Cash",DURGA,9000.00
2771404,,2024-11-04,,,87652,8765200496,"AXIS Cash",AMBAL,9100.00
2771405,,2024-11-04,,,57126,8929,"AXIS Cash",CBRAL,44371.00
2771406,,2024-11-04,,,57162,2099150,"AXIS Cash",CBRAL,34800.00
2771407,,2024-11-04,,,57152,60792866,"AXIS Cash",CBRAL,1811.00
2771408,,2024-11-04,,,57157,62542365,"AXIS Cash",CBRAL,25450.00
2771409,,2024-11-04,,,57183,79942124,"AXIS Cash",CBRAL,9610.00
2771410,,2024-11-04,,,57280,572800453,"AXIS Cash",CBRAL,2070.00
