"Unique ID","SL no","MGP SAP code","NEW SAP code","Retak code","New IO No","Brand Name","Sub Brand",StoreTypeasperBrand,Channel,"Franchisee Name","Store opening Date",Status,"Store Closing Date",Location,City,State,Address,"Pin code","Located ","Store Area (Sq Feet)",Region,"Store Manager Name","Contact no","Basement occupied (Y/No)","ARM email id","RM email id","NROM email id","RCM mail","Correct store email id","HO contact","RD email id"
1740,1883,103690,6630,66630,,"PE RED",,FOFO,Retail,"PE - RED - KUMARAPALAYAM",2021-12-28,,,KUMARAPALAYAM,NAMAKKAL,"Tamil Nadu","Peter England Showroom, property no.185,salem main road,Kumarapalayam,Erode,Tamil Nadu-638108",638183,KUMARAPALAYAM,,SOUTH,"Maheswaran. E",9842701232,NO," agastya.das@abfrl.adityabirla.com "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.kumpe3823-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1767,1884,103691,6632,66632,,"PE RED",,FOFO,Retail,"PE - RED - LONI",2021-11-29,,,LONI,GHAZIABAD,"UTTAR PRADESH","Peter England Show Room,# ward no-41, Near Rashid Ali Gate, Delhi - Saharanpur Road, Jamal Pura, Loni,Ghaziabad,Uttar Pradesh-201102",201102,LONI,,NORTH,Pranshu,9756439176,NO," pranav.sood@abfrl.adityabirla.com "," mohammad.shakeel@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,mg.lonpe3890-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
324,1885,103693,6633,36633,,"AS PRIME",,FOFO,Retail,"AS PRIME MEN CHEMMAD",2021-12-15,,,CHEMMAD,CHEMMAD,KERALA,"ALLEN SOLLY PRIME, VIRTUAL GARMENTS , TM-35/355 A,B  NEAR FEDERAL BANK , PARAPANAGADI ROAD CHEMMAD , KL, 676306",676306,CHEMMAD,,SOUTH,Ajith,7025723141,NO," blasil.pd@abfrl.adityabirla.com "," sudipto.c@abfrl.adityabirla.com ",sudipto.c@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103693@abfrl.adityabirla.com,annapoornima.m1@abfrl.adityabirla.com,sanjay.narsaria@abfrl.adityabirla.com
259,1886,103698,6634,36634,,"AS PRIME",,FOFO,Retail,"AS PRIME MEN KURNOOL",2021-11-29,,,KURNOOL,KURNOOL,"Andhra Pradesh","ALLEN SOLLY GROUND FLOOR , 87/737&87/738 MADHAVA NAGAR, REVENU WARD- 87, KURNOOL -518002, ANDHRA PRADESH",518002,KURNOOL,,EAST,Harish,8885499965,NO," marisarla.appalanaid@abfrl.adityabirla.com "," sudipto.c@abfrl.adityabirla.com ",sudipto.c@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,MG.PRIME6634@ABFRL.ADITYABIRLA.COM,annapoornima.m1@abfrl.adityabirla.com,sanjay.narsaria@abfrl.adityabirla.com
1757,1887,103700,6637,66637,,"PE RED",,FOFO,Retail,"PE - RED - CHAKIA",2021-12-22,,,CHAKIA,CHAKIA,Bihar,"Peter England Showroom, Ground floor, Sundaram Complex, Teachers Colony, Block Road, Ward no -09, Bara Chakia, District – East Champaran, Bihar –845412",845412,CHAKIA,,EAST,"Rahul Kumar ",6299026578,NO," himanshu.rajan@abfrl.adityabirla.com "," jyoti.singh@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.chape6637-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2166,1888,103704,6638,36638,,"ALLEN SOLLY",,COCO,Retail,"AS MEN R CITY,GHATKOPOR",2022-02-01,,,"R CITY,GHATKOPOR",MUMBAI,Maharashtra,"Allen Solly store no. F-50 & 51 First floor, R City Phase - I, situated at L.B.S. Marg, Ghatkopar Mumbai 400086",400086,"R CITY,GHATKOPOR",,West,"Ravindra Chouhan",7738408972,NO," nikhilesh.sawant@abfrl.adityabirla.com "," amit.chaudhary@abfrl.adityabirla.com ",jyotsna.pandey@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,sr103704@abfrl.adityabirla.com,seethal.1@abfrl.adityabirla.com,saurabh.pant@abfrl.adityabirla.com
2146,1889,103705,6640,36640,,"ALLEN SOLLY",,COCO,Retail,"AS WOMEN PMC KURLA",2022-01-22,,,"PMC KURLA",MUMBAI,Maharashtra,"Allen Solly women,
Unit No. F-15 on First Floor, Phoenix Market City, LBS Marg, Kurla (W)
Mumbai, Maharashtra 400011.",400011,"PMC KURLA",,West,"Ashwini M Sutar",9137779180,NO," nikhilesh.sawant@abfrl.adityabirla.com "," amit.chaudhary@abfrl.adityabirla.com ",jyotsna.pandey@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,sr103705@abfrl.adityabirla.com,seethal.1@abfrl.adityabirla.com,saurabh.pant@abfrl.adityabirla.com
1763,1890,103708,6643,66643,,"PE RED",,FOFO,Retail,"PE - RED - GADAG",2021-12-24,,,"Mulagunda Road",GADAG,Karnataka,"Peter England Showroom, Property no.C.T.S.no.3855/7/11/1A,3855/7/1A, 3855/7/1B, Mulagunda Naka,Mulagunda Road, Opp. More Super Market Gadag, Gadag Dist. Karnataka - 582103",582103,"Mulagunda Road",,SOUTH,Mahesh,77607845580,NO," chand.malik@abfrl.adityabirla.com "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,mg.gadpe6643-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
1756,1891,103709,6645,66645,,"PE RED",,FOFO,Retail,"PE - RED - KALOL",2021-12-02,,,KALOL,KALOL,Gujarat,"Peter England Showroom, Shop no.15, Ground flr, Platinum Plaza,Navjivan Mill Compound Market city survey no.2044 to 2046, 3154,3157 to 3173,T.P. Scheme No.1, F.P.no 243, Sub plot no.8,Besides city mall near SBI Bank,Gandhi Nagar Dist, Kalol - 382721.",382721,KALOL,,West,"Gaurang Leuva ",9913633134,NO," shaikh.mohsin@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,sr103709<sr103709@abfrl.adityabirla.com>,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
266,1892,103714,6646,36646,,"AS PRIME",,FOFO,Retail,"AS PRIME MEN KANGEYAM",2022-01-07,,,KANGEYAM,KANGEYAM,"Tamil Nadu","ALLEN SOLLY PRIME ,  GROUND  FLOOR ,NO 69, KARUR ROAD, KANGEYAM – 638701 ",638701,KANGEYAM,,SOUTH,SATHISH,9751910216,NO," chinnappa.kn@abfrl.adityabirla.com "," sudipto.c@abfrl.adityabirla.com ",sudipto.c@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103714@abfrl.adityabirla.com,annapoornima.m1@abfrl.adityabirla.com,sanjay.narsaria@abfrl.adityabirla.com
2964,1893,103715,6647,66647,,"PE RED",,FOFO,Retail,"Abhay Interiors",2021-11-29,Closed,2024-03-30,"Subhash Nagar",BANGALORE,Karnataka,"Peter England Showroom, Upper fround floor,Smt.Puttamma Building, Opp. Travelers, Property khata no.2009-1919, Bungalow(T.B), B.H.Road, Subhash Nagar,Nelamangala, Bangalore rural dist, Nelamangala, Karnataka-562123",562123,"Subhash Nagar",,SOUTH,"Sadashiva BC",9019988076,NO,chand.malik@abfrl.adityabirla.com,apalak.kashyap@abfrl.adityabirla.com,gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103715@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2776,1894,800635,6648,86648,,"ALLEN SOLLY VALUE STORE",,FOFO,Value,"VS AS-AIRPORT ROAD",2021-12-11,,,"Airport Road",BANGALORE,Karnataka,"Allen Solly Outlet- shop no 10, Plot no.5,6,7, Chikkajala Village Bangalore North Taluk Bangalore -562157",562157,"Airport Road",,SOUTH,"Ranjit Nair",8921427403,NO," shashidhar.bn@abfrl.adityabirla.com ",ankit.sachdeva@abfrl.adityabirla.com,ankit.sachdeva@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr800635@abfrl.adityabirla.com,aseem.lalani@abfrl.adityabirla.com,tanmay.dawane@abfrl.adityabirla.com
946,1895,103717,6649,66649,,"PE BLUE",,COCO,Retail,"PE G&B",2022-01-18,,,"PMC KURLA",MUMBAI,Maharashtra,"Peter England unit no- F-04,on First first floor, Phoenix Marketcity ,L.B.S.Marg, Kurla(W)Mumbai - 400070.",400070,"PMC KURLA",,West,Sajid,9870748272,NO," sarang.gaikwad@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,sr103717@abfrl.adityabirla.com," agastya.das@abfrl.adityabirla.com ",ravi.gupta@abfrl.adityabirla.com
1549,1896,800636,6651,86651,,"VAN HEUSEN VALUE STORE",,FOFO,Value,"M/S KAMALA GARMENTS",2022-03-10,,,"Vellayani Junction",Trivandrum,KERALA,"M/S Kamala Garments, Van Heusen Factory Outlet, T.C 50/89 (2), P.S.P Tower,Karakkamandapam, Near Vellayani Junction, Nemom P.O. Thiruvananthapuram, Kerala, 695020",695020,"Vellayani Junction",,SOUTH,Aashik,7510568070,NO," sanket.sharma@abfrl.adityabirla.com ",prabhakar.kumar@abfrl.adityabirla.com,prabhakar.kumar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr800636@abfrl.adityabirla.com,salman.ahmad@abfrl.adityabirla.com,suraj.das@abfrl.adityabirla.com
1648,1897,800637,6653,86653,,"VAN HEUSEN VALUE STORE",,FOFO,Value,"M/S THE RETAIL AVENUE",2021-12-26,,,Ghansoli,"Navi Mumbai",Maharashtra,"M/S The Retail Avenue, Van Heusen Factory Outlet,Shop No 5 & 6, Ground & First Floor, ""Bhagwati Eleganza"" Building, Plot No 12, Sector 11,Ghansoli Village, Thane Dist,Navi Mumbai, Maharashtra,400701",400701,Ghansoli,,West,"Nitesh Nalawade",8591920351/9987977121,NO," kartik.darwatkar@abfrl.adityabirla.com ",prabhakar.kumar@abfrl.adityabirla.com,prabhakar.kumar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,sr800637@abfrl.adityabirla.com,salman.ahmad@abfrl.adityabirla.com,suraj.das@abfrl.adityabirla.com
1617,1898,800638,6655,86655,,"VAN HEUSEN VALUE STORE",,FOFO,Value,BARNALA,2022-01-26,,,"EATON PLAZA",Barnala,Punjab,"Van Heusen Factory Outlet,M/S Shri Balaji Traders, ""Hg Eaton Plaza"" Shop No.37,38,39,40,41,42,Bathinda To Barnala Road,Nh-7,Near Zaildaar Dhaba, Village Handiaya, Distt Barnala Punjab, Pin Code- 148107",148107,"EATON PLAZA",,NORTH,"Jatinder Kumar",8360064061,NO," dipesh.sharma@abfrl.adityabirla.com ",prabhakar.kumar@abfrl.adityabirla.com,prabhakar.kumar@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,sr800638@abfrl.adityabirla.com,salman.ahmad@abfrl.adityabirla.com,suraj.das@abfrl.adityabirla.com
1862,1899,103718,6656,66656,,"PE RED",,FOFO,Retail,"PE - RED - DHAMNOD",2022-02-22,,,DHAMNOD,DHAMNOD,"Madhya Pradesh","Peter England Showroom,Dhamnod Near about Bank of Baroda, The. Dharmpuri, Property ward no.9,Old A.B.Road, Dhar Dist., Dhamnod, Madhya Pradesh-454552",454552,DHAMNOD,,West,"vivek singh thakur",9009925545,NO," shaikh.mohsin@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,mg.dhape6123-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2567,1900,103720,6659,66659,,"PE BLUE",,FOFO,Retail,"STADIUM BYE PASS ROAD PALAKKAD",2021-12-17,,,PALAKKAD,PALAKKAD,KERALA,"Peter England Showroom , Ground floor, Sri.Nandanam Arcade, Stadium bye pass road, Palakkad , Kerala - 678013.",678013,PALAKKAD,,SOUTH,"Shiyas C A ",9809184607,NO," blasil.pd@abfrl.adityabirla.com "," jayakumar.a@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",yogeshwari.sundar@abfrl.adityabirla.com,sr103720@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
1840,1901,103722,6662,66662,,"PE RED",,FOFO,Retail,"PE - RED - KUKSHI",2022-03-26,,,KUKSHI,KUKSHI,"Madhya Pradesh","Peter E ngland Showroom, Bherav nagar, Bhilat Mandir Ke pass, Ware no.14,  Dhar, Kukshi, Madhya Pradesh-454331",454331,KUKSHI,,West,"Harish malviya",9589148163,NO," shaikh.mohsin@abfrl.adityabirla.com "," ankush.chougale@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,mg.kukpe6085-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2081,1902,103723,6663,36663,,"ALLEN SOLLY",,COCO,Retail,"AS MEN GORAKPUR",2022-03-26,,,JABALPUR,JABALPUR,"Madhya Pradesh","Allen Solly,
Unit No.651,
Main Road, Gorakhpur, Jabalpur, Madhya Pradesh, 482001.",482001,JABALPUR,,West,"SUMIT DASTANE",9766914550,NO," amit.mitra@abfrl.adityabirla.com "," amit.chaudhary@abfrl.adityabirla.com ",jyotsna.pandey@abfrl.adityabirla.com,atul.gupta@abfrl.adityabirla.com,sr103723@abfrl.adityabirla.com,seethal.1@abfrl.adityabirla.com,saurabh.pant@abfrl.adityabirla.com
226,1903,103725,6664,36664,,"AS PRIME",,FOFO,Retail,"AS PRIME MEN KADAPA",2022-03-11,,,Kadappa,KADAPA,"Andhra Pradesh","ALLEN SOLLY PRIME,GROUND FLOOR & FIRST FLOOR, D.NO- 1/2446,A.P.H.B COLONY LIGH-2 HOUSE NO. 290, RAJEEV PARK ROAD,BEISED BANDHAN BANK, KADAPA 516003",516003,Kadappa,,EAST,Bablu,9014255506,NO," marisarla.appalanaid@abfrl.adityabirla.com "," sudipto.c@abfrl.adityabirla.com ",sudipto.c@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,sr103725@abfrl.adityabirla.com,annapoornima.m1@abfrl.adityabirla.com,sanjay.narsaria@abfrl.adityabirla.com
2589,1904,103726,6665,66665,,"PE BLUE",,COCO,Retail,"LULU MALL LUCKNOW",2022-07-11,,,"LULU MALL LUCKNOW",LUCKNOW,"UTTAR PRADESH","Peter England Showroom , L-005 & L-006,1st floor, LULU Shopping Mall,
Shaheed Path,Sushant Golf City,IBB -2T-5, Sultanpur road, Lucknow, UP - 226030.",226030,"LULU MALL LUCKNOW",,NORTH,"Zaid Khan",8707015261,NO," Sanjay.rana@abfrl.adityabirla.com "," annant.raunkali@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",Ajay.Verma@abfrl.adityabirla.com,sr103726@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
942,1905,103727,6674,66674,,"PE BLUE",,COCO,Retail,"PE G&B",2022-02-16,,,"PMC CHENNAI",CHENNAI,"Tamil Nadu","Peter England Showroom , Unit no.G-46, On lower ground floor,Velachery main road,Phoenix marketcity Chennai , Velachery Chennai - 600042",600042,"PMC CHENNAI",,SOUTH,Rizwan,7871883009,NO," agastya.das@abfrl.adityabirla.com "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103727@abfrl.adityabirla.com," agastya.das@abfrl.adityabirla.com ",ravi.gupta@abfrl.adityabirla.com
1762,1906,103731,6675,66675,,"PE RED",,FOFO,Retail,"PE - RED - GUNUPUR",2021-12-24,,,GUNUPUR,GUNUPUR,Odisha,"Peter England Showroom , Property plot no. 1023/10214 & 1024/12/10215, Khata no-321/1981,Main road,Haldia Nala, infront LIC Office, Gunupur, Dist. Rayagada ,Odisha - 765022.",765022,GUNUPUR,,EAST,Abhinash,8917592057,NO," pranaya.panda@abfrl.adityabirla.com "," jyoti.singh@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.gunpe6675-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2662,1907,103732,6677,36677,,"ALLEN SOLLY",,COCO,Retail,"AS M+W ROHTAK",2022-04-09,,,"Delhi Road Rohtak",ROHTAK,Haryana,"Allen solly,
First Floor & ground floor
134-B ward no.30(3rd plot), opposite D-park, Delhi Road, Rohtak, Haryana PIN code-124001.",124001,"Delhi Road Rohtak",,NORTH,"Praveen ",9873845733,NO," jitender.kumar@abfrl.adityabirla.com "," abhinav.khurana@abfrl.adityabirla.com ",jyotsna.pandey@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,sr103732@abfrl.adityabirla.com,seethal.1@abfrl.adityabirla.com,saurabh.pant@abfrl.adityabirla.com
2566,1908,103733,6679,66679,,"PE BLUE",,FOFO,Retail,"VIJAY LAKSHMI NAGAR SITAPUR",2021-12-28,,,"VIJAY LAKSHMI NAGAR",SITAPUR,"UTTAR PRADESH","Peter England showroom Upper Ground FloorBuilt Over House No.34,Vijay Lakshmi Nagar, Sitapur Road Near Prakash Petrol Pump-Sitapur , Uttar Pradesh - 261001.",261001,"VIJAY LAKSHMI NAGAR",,NORTH,"Amar ",9569313439,NO," Sanjay.rana@abfrl.adityabirla.com "," annant.raunkali@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",Ajay.Verma@abfrl.adityabirla.com,sr103733@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
2103,1909,103734,6680,36680,,"ALLEN SOLLY",,COCO,Retail,"AS M+W HAZRATGANJ",2022-02-09,,,HAZRATGUNJ,LUCKNOW,"UTTAR PRADESH","Allen Solly,
motor sales building 11, M.G. Marg, Hazratganj, Lucknow - 226001   ",226001,HAZRATGUNJ,,NORTH,"Raj Kumar",7309589703,NO," suyash.krishna@abfrl.adityabirla.com "," abhinav.khurana@abfrl.adityabirla.com ",jyotsna.pandey@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,sr103734@abfrl.adityabirla.com,seethal.1@abfrl.adityabirla.com,saurabh.pant@abfrl.adityabirla.com
2965,1910,103735,6681,66681,,"PE RED",,FOFO,Retail,"Sri Ganesh Enterprises",2021-12-26,Closed,2024-03-22,DHARMAVARAM,DHARMAVARAM,"Andhra Pradesh","Peter England showroom RS/RT - 541,542, Near by door no.25/565,Ward no.25, Parthasarthi nagar, Penugonda road, Dharmavaram , Dist.Anantapur, Andhra Pradesh - 515671",515671,DHARMAVARAM,,EAST,"Thimma reddy ",8867121292,NO,rajesh.choudhary@abfrl.adityabirla.com,apalak.kashyap@abfrl.adityabirla.com,gaurav.sengar@abfrl.adityabirla.com,avijit.mukherjee@abfrl.adityabirla.com,mg.dhape6681-ro@abfrl.adityabirla.com,santhosha.t@abfrl.adityabirla.com,ajay.thakur@abfrl.adityabirla.com
2561,1911,103737,6684,66684,,"PE BLUE",,FOFO,Retail,"LOKHANDWALA, MUMBAI",2022-01-07,,,LOKHANDWALA,MUMBAI,Maharashtra,"Sunny Side, Shop No. 10, Lokhandwala Complex, Opp. BreadKraft, Andheri(W), Mumbai - 400053.",400053,LOKHANDWALA,,West,Muzamil,8779252471,NO," sumesh.satyam@abfrl.adityabirla.com "," ajit.rajmani@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",atul.gupta@abfrl.adityabirla.com,mg.mumpe2752-ro@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
2559,1912,103738,6689,66689,,"PE BLUE",,FOFO,Retail,"SHANKAR CINEMA ROAD, ANGUL",2022-01-04,,,"SHANKAR CINEMA ROAD,",ANGUL,Odisha,"Peter England Showroom, & Shankar Cinema Road, plot no.24/1562/2670, Angul, Odisha-759122",759122,"SHANKAR CINEMA ROAD,",,EAST,"Vijay Kumar Sahoo",8249029720,NO," sambit.bastia@abfrl.adityabirla.com "," namrata.biswas@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",avijit.mukherjee@abfrl.adityabirla.com,sr103738@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
289,1913,103740,6691,36691,,"AS PRIME",,FOFO,Retail,"AS PRIME MEN MANDYA",2022-01-27,,,"100 Feet Road",MANDYA,Karnataka,"ALLENSOLLY PRIME , VAIDII SERENITY, D4/460/2513, D4/461/2513/2, 100 FEET ROAD, OPPOSITE SRI SAI ELECTRONICS GANDHI NAGARA , MANDYA, KA-571401",571401,"100 Feet Road",,SOUTH,"ARUL K",9738883129,NO," chinnappa.kn@abfrl.adityabirla.com "," sudipto.c@abfrl.adityabirla.com ",sudipto.c@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103740@abfrl.adityabirla.com,annapoornima.m1@abfrl.adityabirla.com,sanjay.narsaria@abfrl.adityabirla.com
219,1914,103741,6701,36701,,"AS PRIME",,FOFO,Retail,"AS PRIME MEN DEORIA",2022-03-01,,,DEORIA,DEORIA,"UTTAR PRADESH","ALLENSOLLY PRIME ,0,BARHAJ ROAD,NEAR RUDRAPUR MOD,DEORIA, UP , 274001",274001,DEORIA,,NORTH,BARUN,7667263985,NO," rakesh.singh1@abfrl.adityabirla.com "," sudipto.c@abfrl.adityabirla.com ",sudipto.c@abfrl.adityabirla.com,Ajay.Verma@abfrl.adityabirla.com,sr103741@abfrl.adityabirla.com,annapoornima.m1@abfrl.adityabirla.com,sanjay.narsaria@abfrl.adityabirla.com
265,1915,103742,6703,36703,,"AS PRIME",,FOFO,Retail,"AS PRIME MEN MAHABUBNAGAR",2022-01-06,,,MAHABUBNAGAR,MAHABUBNAGAR,Telangana,"ALLENSOLLY PRIME ,GROUND AND FIRST FLOOR, D.NO:8-3-3/B,C,D, METTUGUDA, REVENUE WARD -8, BLOCK -3, OPP. MARUTI CAR SHOWROOM, MAHBUBNAGAR, TELANGANA, 509001",509001,MAHABUBNAGAR,,SOUTH,"pavan kalyan",9182244505,NO," marisarla.appalanaid@abfrl.adityabirla.com "," sudipto.c@abfrl.adityabirla.com ",sudipto.c@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103742@abfrl.adityabirla.com,annapoornima.m1@abfrl.adityabirla.com,sanjay.narsaria@abfrl.adityabirla.com
264,1916,103743,6704,36704,,"AS PRIME",,FOFO,Retail,"AS PRIME MEN PERUMBAVOOR",2022-01-06,,,PERUMBAVOOR,PERUMBAVOOR,KERALA,"ALLENSOLLY PRIME , PMC XXII/445, OPP . ROYAL FOOD COURT , A.M ROAD , PERUMBAVOOR, KL- 683542",683542,PERUMBAVOOR,,SOUTH,"BENJU SALIM ",8848509103,NO," blasil.pd@abfrl.adityabirla.com "," sudipto.c@abfrl.adityabirla.com ",sudipto.c@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103743@abfrl.adityabirla.com,annapoornima.m1@abfrl.adityabirla.com,sanjay.narsaria@abfrl.adityabirla.com
2098,1917,103745,6707,36707,,"ALLEN SOLLY",,FOFO,Retail,"AS JUNIORS DEVRAJ URS ROAD",2022-02-01,,,"DEVRAJ URS ROAD",MYSORE,Karnataka,"Allen Solly Site no. 60, Ground Floor, 3rd stage, Devaraj Urs Road Mysore-Karnataka 570001",570001,"DEVRAJ URS ROAD",,SOUTH,Mahadevaswamy,9964383689,NO," jha.aman@abfrl.adityabirla.com "," tushar.narware@abfrl.adityabirla.com ",jyotsna.pandey@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103745@abfrl.adityabirla.com,seethal.1@abfrl.adityabirla.com,saurabh.pant@abfrl.adityabirla.com
2113,1918,103746,6708,36708,,"ALLEN SOLLY",,COCO,Retail,"AS MEN+KID SULTAN BATHERI",2022-05-24,,,"SULTHAN BATHERY",WAYANAD,KERALA,"Allen Solly,
Ground and first Floor, Mymoon Building, Dottappankulam, sultan Battery, Wayanad, Kerala-673592.",673592,"SULTHAN BATHERY",,SOUTH,"Stalin varghese",9746814420,NO," balunath.cr1@abfrl.adityabirla.com "," tushar.narware@abfrl.adityabirla.com ",jyotsna.pandey@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103746@abfrl.adityabirla.com,seethal.1@abfrl.adityabirla.com,saurabh.pant@abfrl.adityabirla.com
2104,1919,103753,6709,36709,,"ALLEN SOLLY",,COCO,Retail,"AS JUNIORS SARATH CITY  KW",2022-02-15,,,"SARATH CITY CAPITAL MALL",HYDERABAD,Telangana,"Allen Solly Kids, Sarath city Capital mall, Kothaguda Village, Serilingampally Mandal, R.R District Hyderabad-500084
",500084,"SARATH CITY CAPITAL MALL",,SOUTH,Shomojit,9614503867,NO," surbhi.jain@abfrl.adityabirla.com "," abhishek.raj@abfrl.adityabirla.com ",jyotsna.pandey@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103753@abfrl.adityabirla.com,seethal.1@abfrl.adityabirla.com,saurabh.pant@abfrl.adityabirla.com
2642,1920,103755,6711,66711,,"PE BLUE",,COCO,Retail,"SULTAN BATTERY",2022-05-31,,,WAYANAD,WAYANAD,KERALA,"Peter England showroom Ground & 1st Floor situated at MYMOON Building, Dottappankulam, Sultan Battery ,Wayanad, Kerala - 673592.",673592,WAYANAD,,SOUTH,"Abdul Salam",8848080989,NO," blasil.pd@abfrl.adityabirla.com "," jayakumar.a@abfrl.adityabirla.com ","satishrakesh.kumar@abfrl.adityabirla.com  ",yogeshwari.sundar@abfrl.adityabirla.com,sr103755@abfrl.adityabirla.com,selembu.selvam@abfrl.adityabirla.com,ravi.gupta@abfrl.adityabirla.com
944,1921,103756,6715,66715,,"PE BLUE",,COCO,Retail,"PE G&B",2022-02-06,,,"PHOENIX MARKET CITY",BANGALORE,Karnataka,"Peter England showroom Unit no.S-31 On second floor, 'Phoenix Marketcity, Bangalore,east,Mahadevpura,Nr.Krishnarajapuram flyover,Bangalore  - 560048.",560048,"PHOENIX MARKET CITY",,SOUTH,Harsha,8939888905,NO," chand.malik@abfrl.adityabirla.com "," apalak.kashyap@abfrl.adityabirla.com ",gaurav.sengar@abfrl.adityabirla.com,yogeshwari.sundar@abfrl.adityabirla.com,sr103756@abfrl.adityabirla.com," agastya.das@abfrl.adityabirla.com ",ravi.gupta@abfrl.adityabirla.com
